accuracy,loss,acc_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.8507,0.5778,0,True,True,163591,27,90,"(5, 5)","(3, 3)",average,22
0.9725,0.1226,4,False,False,1471099,144,60,"(5, 5)","(2, 2)",average,2
0.9237,0.3102,0,True,True,566663,146,78,"(3, 3)","(4, 4)",max,64
0.9775,0.0945,0,True,True,1175152,221,65,"(3, 3)","(3, 3)",max,44
0.7787,0.7816,0,True,True,9523,48,6,"(3, 3)","(5, 5)",max,48
0.9744,0.1189,0,True,True,628323,169,57,"(5, 5)","(3, 3)",average,37
0.9706,0.1326,7,False,False,336167,146,35,"(5, 5)","(3, 3)",average,8
0.9007,0.4122,0,True,True,206679,187,42,"(4, 4)","(5, 5)",average,66
0.9201,0.3364,0,True,True,749116,180,21,"(2, 2)","(2, 2)",max,63
0.6402,1.1653,0,True,True,132997,41,86,"(4, 4)","(4, 4)",max,60
0.9233,0.2883,0,True,True,185789,165,22,"(3, 3)","(4, 4)",average,33
0.9647,0.1612,0,True,True,157544,82,23,"(4, 4)","(3, 3)",max,42
0.9227,0.3129,0,True,True,36809,178,2,"(4, 4)","(3, 3)",max,38
0.9554,0.2103,0,True,True,329219,80,24,"(4, 4)","(2, 2)",max,29
0.9538,0.2053,7,False,False,54315,229,3,"(5, 5)","(3, 3)",max,5
0.9613,0.1643,0,True,True,550931,92,35,"(5, 5)","(2, 2)",average,47
0.7671,0.8207,0,True,True,615047,65,48,"(2, 2)","(2, 2)",max,64
0.336,2.0981,0,True,True,86375,18,94,"(3, 3)","(4, 4)",max,7
0.9548,0.1752,0,True,True,94722,121,15,"(3, 3)","(4, 4)",max,31
0.8438,0.4854,0,True,True,324153,232,54,"(2, 2)","(5, 5)",average,15
0.9282,0.2546,0,True,True,487137,237,41,"(2, 2)","(4, 4)",max,45
0.9621,0.1697,0,True,True,480439,209,62,"(5, 5)","(4, 4)",average,58
0.8536,0.6156,0,True,True,33591,31,27,"(5, 5)","(4, 4)",max,40
0.7821,0.7798,0,True,True,345365,74,94,"(2, 2)","(4, 4)",average,46
0.967,0.149,5,False,False,268173,253,6,"(5, 5)","(2, 2)",max,10
0.9224,0.2753,9,False,False,556855,223,50,"(2, 2)","(4, 4)",average,6
0.912,0.3033,8,False,False,73129,216,6,"(2, 2)","(4, 4)",max,8
0.9575,0.1961,0,True,True,970639,58,98,"(5, 5)","(2, 2)",average,32
0.9728,0.1182,0,True,True,1180251,172,84,"(3, 3)","(3, 3)",max,44
0.9732,0.1257,5,False,False,3482365,228,90,"(4, 4)","(2, 2)",max,21
0.8948,0.403,0,True,True,236627,142,64,"(4, 4)","(5, 5)",average,46
0.9498,0.2457,0,True,True,55855,62,23,"(5, 5)","(4, 4)",max,45
0.957,0.1721,0,True,True,207155,250,4,"(3, 3)","(2, 2)",average,32
0.9768,0.0937,9,True,False,4434995,240,94,"(3, 3)","(2, 2)",average,36
0.9071,0.4001,0,True,True,524622,116,55,"(4, 4)","(3, 3)",average,67
0.7836,0.716,0,True,True,199002,216,35,"(2, 2)","(5, 5)",average,57
0.9409,0.2282,0,True,True,187587,259,27,"(4, 4)","(5, 5)",average,34
0.9339,0.3155,0,True,True,332177,88,22,"(4, 4)","(2, 2)",average,57
0.9263,0.306,0,True,True,216998,87,67,"(4, 4)","(4, 4)",average,51
0.978,0.1017,0,True,True,3736831,192,99,"(3, 3)","(2, 2)",average,42
0.9657,0.147,6,False,False,482387,121,61,"(5, 5)","(3, 3)",average,1
0.9699,0.1164,0,True,True,1915631,187,52,"(3, 3)","(2, 2)",average,47
0.752,0.7623,0,True,True,75859,52,56,"(2, 2)","(5, 5)",max,33
0.9697,0.1331,0,True,True,567372,168,41,"(4, 4)","(3, 3)",average,48
0.9737,0.1406,4,False,False,1606780,150,63,"(4, 4)","(2, 2)",max,1
0.9459,0.253,0,True,True,1925810,254,93,"(2, 2)","(3, 3)",average,67
0.9695,0.1259,8,False,False,530775,201,32,"(3, 3)","(3, 3)",average,7
0.9669,0.1412,10,True,True,82445,62,49,"(5, 5)","(5, 5)",max,2
0.9409,0.2284,0,True,True,381842,45,43,"(2, 2)","(2, 2)",max,21
0.9231,0.2801,0,True,True,340283,204,64,"(5, 5)","(5, 5)",average,51
0.9406,0.2035,6,False,False,800687,227,71,"(2, 2)","(4, 4)",max,9
0.9545,0.1723,7,False,False,1201217,179,34,"(2, 2)","(2, 2)",average,1
0.9624,0.1571,8,False,False,74423,41,9,"(3, 3)","(2, 2)",max,8
0.8769,0.4842,0,True,True,61493,35,10,"(5, 5)","(2, 2)",average,51
0.9167,0.2854,9,False,False,243235,199,47,"(2, 2)","(5, 5)",max,2
0.9714,0.1243,5,False,False,386132,172,13,"(4, 4)","(2, 2)",average,12
0.9336,0.3213,0,True,True,135287,101,20,"(5, 5)","(3, 3)",average,62
0.9435,0.2871,0,True,True,789151,111,36,"(3, 3)","(2, 2)",average,68
0.9292,0.2598,0,True,True,64313,62,39,"(3, 3)","(5, 5)",max,13
0.8832,0.4183,10,True,True,10597,61,5,"(4, 4)","(5, 5)",max,8
0.9666,0.1312,6,False,False,920971,212,53,"(3, 3)","(3, 3)",max,18
0.9589,0.1759,0,True,True,910799,84,55,"(3, 3)","(2, 2)",average,46
0.7726,0.7404,0,True,True,168314,92,71,"(2, 2)","(5, 5)",average,1
0.9599,0.1675,0,True,True,424593,77,67,"(4, 4)","(3, 3)",max,33
0.9724,0.1145,0,True,True,1129583,248,23,"(3, 3)","(2, 2)",max,52
0.9215,0.3087,0,True,True,183720,198,35,"(4, 4)","(5, 5)",average,48
0.7434,1.0271,0,True,True,6253,16,2,"(4, 4)","(2, 2)",max,44
0.3178,2.3045,0,True,True,106916,22,59,"(2, 2)","(3, 3)",average,47
0.9791,0.09,10,True,True,325755,208,60,"(5, 5)","(5, 5)",max,20
0.9466,0.1985,8,False,False,99067,181,20,"(3, 3)","(5, 5)",max,13
0.8895,0.3797,10,True,False,81531,255,11,"(2, 2)","(5, 5)",max,15
0.9683,0.1408,0,True,True,218568,114,23,"(4, 4)","(3, 3)",max,41
0.896,0.3887,0,True,True,208907,252,16,"(2, 2)","(4, 4)",average,42
0.9051,0.3404,0,True,True,413351,87,58,"(2, 2)","(3, 3)",max,38
0.5412,1.6762,0,True,True,537816,42,65,"(2, 2)","(2, 2)",average,68
0.9131,0.3393,0,True,True,2216363,176,64,"(2, 2)","(2, 2)",max,57
0.9648,0.146,0,True,True,136235,198,10,"(5, 5)","(3, 3)",average,46
0.9726,0.1255,0,True,True,717037,227,86,"(4, 4)","(4, 4)",max,62
0.9688,0.1393,5,False,False,427199,155,16,"(5, 5)","(2, 2)",average,2
0.8951,0.3544,9,False,False,191379,132,56,"(2, 2)","(5, 5)",max,3
0.9196,0.3137,0,True,True,268952,121,85,"(5, 5)","(5, 5)",average,45
0.9196,0.3278,0,True,True,17223,99,2,"(5, 5)","(3, 3)",max,33
0.9813,0.0868,8,False,False,638795,232,16,"(5, 5)","(2, 2)",max,23
0.9326,0.256,0,True,True,51213,178,3,"(3, 3)","(3, 3)",average,12
0.9785,0.0959,0,True,True,169461,142,45,"(5, 5)","(5, 5)",max,23
0.8525,0.5035,0,True,True,39593,203,6,"(3, 3)","(5, 5)",average,29
0.4517,1.9569,0,True,True,46843,27,63,"(4, 4)","(5, 5)",max,56
0.9744,0.1121,10,True,False,152617,217,26,"(5, 5)","(5, 5)",max,22
0.9069,0.3284,0,True,True,181904,236,29,"(2, 2)","(5, 5)",max,23
0.8478,0.5651,0,True,True,54391,28,49,"(5, 5)","(4, 4)",average,15
0.9387,0.2241,8,False,False,84843,148,21,"(3, 3)","(5, 5)",max,2
0.964,0.1426,7,False,False,226318,126,69,"(4, 4)","(5, 5)",max,5
0.9617,0.156,6,False,False,251788,78,39,"(4, 4)","(3, 3)",average,0
0.9428,0.2436,0,True,True,911567,216,85,"(3, 3)","(4, 4)",average,50
0.9618,0.156,9,True,False,551867,140,48,"(3, 3)","(3, 3)",average,8
0.9737,0.1127,0,True,True,1098777,189,71,"(4, 4)","(3, 3)",average,33
0.9617,0.1426,7,False,False,812546,187,53,"(3, 3)","(3, 3)",average,11
0.9789,0.0921,10,True,True,158863,226,26,"(5, 5)","(5, 5)",max,23
0.9671,0.1232,8,False,False,1270186,232,67,"(2, 2)","(3, 3)",max,17
0.8371,0.5734,0,True,True,193092,21,53,"(5, 5)","(2, 2)",max,36
0.9015,0.3277,8,False,False,150285,216,26,"(2, 2)","(5, 5)",max,3
0.966,0.1253,0,True,True,512045,158,65,"(3, 3)","(4, 4)",max,28
0.9138,0.3182,0,True,True,318473,245,50,"(3, 3)","(5, 5)",average,25
0.5728,1.3966,0,True,True,53383,21,63,"(5, 5)","(4, 4)",max,36
0.8852,0.4972,0,True,True,303476,117,13,"(2, 2)","(2, 2)",average,60
0.816,0.6718,0,True,True,64101,33,23,"(4, 4)","(3, 3)",max,56
0.9463,0.2177,0,True,True,215515,132,63,"(3, 3)","(5, 5)",max,37
0.9612,0.144,0,True,True,3890855,198,100,"(2, 2)","(2, 2)",max,56
0.9246,0.2694,0,True,True,527879,248,83,"(3, 3)","(5, 5)",average,16
0.976,0.1096,0,True,True,301395,145,12,"(5, 5)","(2, 2)",max,36
0.8259,0.6447,0,True,True,128211,150,32,"(4, 4)","(5, 5)",average,70
0.8959,0.3757,0,True,True,100690,207,9,"(3, 3)","(4, 4)",average,48
0.8563,0.514,0,True,True,98942,90,13,"(2, 2)","(3, 3)",max,62
0.9745,0.1053,9,True,False,162471,116,37,"(5, 5)","(4, 4)",max,15
0.9743,0.116,0,True,True,1281939,224,70,"(3, 3)","(3, 3)",max,60
0.9538,0.2262,0,True,True,642663,159,62,"(5, 5)","(3, 3)",average,63
0.9457,0.251,0,True,True,255727,155,44,"(5, 5)","(4, 4)",average,60
0.8779,0.4986,0,True,True,9723,26,4,"(3, 3)","(3, 3)",max,10
0.975,0.1046,8,False,False,1093371,176,76,"(3, 3)","(3, 3)",max,18
0.9706,0.1324,0,True,True,1357007,105,76,"(4, 4)","(2, 2)",max,55
0.9392,0.2193,0,True,True,307903,133,28,"(2, 2)","(3, 3)",max,33
0.9601,0.1778,0,True,True,126103,82,23,"(5, 5)","(3, 3)",average,35
0.9718,0.1188,0,True,True,523071,232,45,"(3, 3)","(4, 4)",max,29
0.8769,0.4633,0,True,True,138044,85,61,"(5, 5)","(5, 5)",average,29
0.9097,0.3577,0,True,True,54083,188,3,"(3, 3)","(3, 3)",average,42
0.6165,1.257,0,True,True,104649,57,71,"(2, 2)","(5, 5)",max,57
0.9383,0.2773,0,True,True,348891,132,32,"(3, 3)","(3, 3)",average,58
0.8838,0.392,8,False,False,11915,68,5,"(5, 5)","(5, 5)",max,0
0.7868,0.8454,0,True,True,105053,66,19,"(3, 3)","(3, 3)",average,64
0.8823,0.4726,0,True,True,398587,24,84,"(3, 3)","(2, 2)",max,10
0.9581,0.1679,0,True,True,157009,65,29,"(4, 4)","(3, 3)",average,11
0.9593,0.1809,0,True,True,664295,217,83,"(5, 5)","(4, 4)",average,62
0.9713,0.1196,0,True,True,2329643,126,94,"(3, 3)","(2, 2)",average,31
0.9401,0.2608,0,True,True,401206,67,73,"(3, 3)","(3, 3)",max,39
0.9798,0.0943,9,True,False,2351435,182,76,"(5, 5)","(2, 2)",average,22
0.9744,0.1231,0,True,True,156383,88,47,"(5, 5)","(4, 4)",max,28
0.9493,0.1974,0,True,True,599552,165,73,"(3, 3)","(4, 4)",average,31
0.9762,0.099,9,True,False,1064029,189,33,"(4, 4)","(2, 2)",max,31
0.9704,0.1203,6,False,False,2648319,228,59,"(3, 3)","(2, 2)",max,27
0.9505,0.2236,0,True,True,1043393,236,54,"(2, 2)","(3, 3)",average,40
0.8501,0.571,0,True,True,121228,130,35,"(4, 4)","(5, 5)",average,64
0.9123,0.3402,0,True,True,200303,77,52,"(2, 2)","(4, 4)",max,31
0.8429,0.6523,0,True,True,29655,24,44,"(4, 4)","(5, 5)",max,29
0.971,0.1172,10,True,True,783299,140,86,"(5, 5)","(3, 3)",average,26
0.9442,0.2344,0,True,True,263406,90,17,"(4, 4)","(2, 2)",average,44
0.9813,0.0843,7,True,False,177159,217,12,"(5, 5)","(3, 3)",max,28
0.9617,0.186,0,True,True,705059,156,91,"(3, 3)","(4, 4)",max,53
0.9507,0.228,0,True,True,1786151,197,46,"(3, 3)","(2, 2)",average,69
0.9306,0.2701,0,True,True,571776,124,93,"(2, 2)","(4, 4)",average,19
0.9495,0.2039,10,True,False,578223,259,27,"(2, 2)","(3, 3)",average,10
0.516,1.5153,0,True,True,7967,63,1,"(4, 4)","(3, 3)",max,68
0.7316,1.0955,0,True,True,76352,23,19,"(5, 5)","(2, 2)",average,38
0.9343,0.2614,0,True,True,35383,231,3,"(5, 5)","(4, 4)",max,33
0.9455,0.2216,0,True,True,381161,241,61,"(4, 4)","(5, 5)",average,34
0.9514,0.1788,10,True,True,305607,147,56,"(4, 4)","(4, 4)",average,9
0.9551,0.1871,0,True,True,411467,227,36,"(3, 3)","(4, 4)",average,29
0.9627,0.1685,0,True,True,163531,212,20,"(5, 5)","(4, 4)",average,47
0.9733,0.111,0,True,True,1655849,139,70,"(5, 5)","(2, 2)",max,24
0.8354,0.6326,0,True,True,569627,52,64,"(5, 5)","(2, 2)",max,60
0.9566,0.1762,10,True,False,139707,224,16,"(4, 4)","(4, 4)",average,13
0.6356,1.2134,0,True,True,18610,20,23,"(4, 4)","(4, 4)",max,56
0.9064,0.3688,0,True,True,365527,154,92,"(4, 4)","(5, 5)",average,54
0.9477,0.1949,0,True,True,168053,153,13,"(2, 2)","(3, 3)",max,46
0.9569,0.1479,7,False,False,1061451,183,71,"(2, 2)","(3, 3)",max,9
0.8819,0.4584,0,True,True,31265,141,7,"(4, 4)","(5, 5)",max,57
0.7695,0.7901,0,True,True,199463,243,31,"(2, 2)","(5, 5)",average,66
0.9282,0.2912,0,True,True,166011,49,51,"(5, 5)","(3, 3)",average,32
0.9281,0.3238,0,True,True,271391,56,97,"(3, 3)","(4, 4)",max,44
0.9661,0.1421,0,True,True,435065,139,38,"(3, 3)","(3, 3)",average,31
0.9423,0.2477,0,True,True,159395,80,24,"(2, 2)","(3, 3)",max,25
0.9489,0.2139,0,True,True,173219,92,72,"(4, 4)","(5, 5)",max,31
0.524,1.5891,0,True,True,5567,38,4,"(2, 2)","(5, 5)",max,66
0.7797,0.8208,0,True,True,106611,61,66,"(4, 4)","(5, 5)",average,60
0.9677,0.164,0,True,True,476252,156,37,"(4, 4)","(3, 3)",max,62
0.9368,0.2312,0,True,True,238159,163,56,"(4, 4)","(5, 5)",average,22
0.9842,0.0814,9,True,True,911363,165,85,"(5, 5)","(3, 3)",max,22
0.9335,0.2535,0,True,True,1231087,151,100,"(2, 2)","(3, 3)",average,49
0.9819,0.0779,8,True,True,1461519,235,96,"(5, 5)","(3, 3)",max,29
0.9715,0.1247,0,True,True,774951,109,36,"(3, 3)","(2, 2)",max,37
0.9381,0.2246,0,True,True,490190,223,85,"(5, 5)","(5, 5)",average,30
0.9678,0.1396,0,True,True,295919,119,30,"(4, 4)","(3, 3)",max,46
0.97,0.1249,0,True,True,542732,182,81,"(4, 4)","(4, 4)",average,18
0.9768,0.1093,0,True,True,1009785,94,63,"(5, 5)","(2, 2)",average,24
0.5558,1.4744,0,True,True,293732,31,55,"(5, 5)","(2, 2)",max,61
0.9565,0.1785,0,True,True,593586,127,57,"(3, 3)","(3, 3)",average,32
0.9383,0.2467,0,True,True,249019,24,60,"(5, 5)","(2, 2)",average,8
0.9093,0.3824,0,True,True,285339,100,57,"(3, 3)","(4, 4)",average,44
0.923,0.2985,0,True,True,653871,131,61,"(2, 2)","(3, 3)",average,28
0.9459,0.2575,0,True,True,372569,29,75,"(4, 4)","(2, 2)",max,18
0.9622,0.1799,0,True,True,1163822,220,31,"(4, 4)","(2, 2)",average,68
0.8439,0.5646,0,True,True,89327,55,61,"(4, 4)","(5, 5)",average,22
0.9768,0.1079,10,True,False,887271,175,78,"(5, 5)","(3, 3)",average,19
0.9423,0.2544,0,True,True,77393,90,10,"(4, 4)","(3, 3)",average,54
0.9598,0.1836,0,True,True,2275734,174,77,"(4, 4)","(2, 2)",average,68
0.9189,0.3131,0,True,True,113711,107,40,"(4, 4)","(5, 5)",average,14
0.9354,0.2605,0,True,True,36695,123,10,"(4, 4)","(5, 5)",max,24
0.8656,0.4911,0,True,True,33719,14,57,"(5, 5)","(4, 4)",max,9
0.981,0.0834,0,True,True,1604107,214,44,"(5, 5)","(2, 2)",max,54
0.9754,0.1073,8,True,False,581531,220,32,"(4, 4)","(3, 3)",max,27
0.964,0.1432,0,True,True,396287,151,40,"(5, 5)","(3, 3)",average,41
0.7984,0.7421,0,True,True,61663,66,18,"(3, 3)","(4, 4)",average,54
0.9057,0.3477,0,True,True,60779,248,8,"(3, 3)","(5, 5)",max,52
0.9705,0.1132,0,True,True,1932218,228,43,"(2, 2)","(2, 2)",max,40
0.9385,0.2423,10,True,False,283929,69,50,"(3, 3)","(3, 3)",average,4
0.8855,0.4063,0,True,True,514531,210,96,"(2, 2)","(5, 5)",average,11
0.7556,0.8502,0,True,True,21551,149,4,"(2, 2)","(5, 5)",average,46
0.9428,0.2393,0,True,True,344771,220,31,"(3, 3)","(4, 4)",average,47
0.9261,0.2526,9,False,False,471551,191,96,"(4, 4)","(5, 5)",average,8
0.9807,0.0893,9,True,True,600323,218,16,"(5, 5)","(2, 2)",max,30
0.835,0.6692,0,True,True,6253,16,2,"(4, 4)","(2, 2)",average,19
0.9307,0.2608,0,True,True,493210,252,39,"(2, 2)","(4, 4)",max,47
0.8595,0.5777,0,True,True,387607,85,23,"(3, 3)","(2, 2)",average,58
0.8267,0.6193,0,True,True,235382,52,91,"(2, 2)","(4, 4)",max,23
0.868,0.5928,0,True,True,122771,51,91,"(4, 4)","(5, 5)",max,33
0.9098,0.3048,0,True,True,380560,250,59,"(2, 2)","(5, 5)",max,30
0.9748,0.1067,8,True,False,3874916,212,93,"(2, 2)","(2, 2)",max,26
0.7894,0.8339,0,True,True,135543,45,80,"(4, 4)","(4, 4)",average,58
0.9635,0.1329,8,True,False,885375,139,78,"(2, 2)","(3, 3)",max,14
0.8613,0.5263,0,True,True,28819,45,12,"(3, 3)","(4, 4)",average,15
0.9703,0.1317,9,False,False,625553,59,62,"(5, 5)","(2, 2)",max,4
0.8883,0.4365,0,True,True,15744,69,5,"(4, 4)","(4, 4)",average,2
0.9789,0.0856,0,True,True,246407,177,37,"(5, 5)","(4, 4)",max,39
0.9631,0.1692,0,True,True,866283,121,42,"(4, 4)","(2, 2)",average,49
0.8632,0.557,0,True,True,123891,87,17,"(2, 2)","(3, 3)",average,37
0.9776,0.0872,8,True,True,507895,183,75,"(5, 5)","(4, 4)",max,24
0.6884,1.1513,0,True,True,128579,64,10,"(3, 3)","(2, 2)",average,66
0.9398,0.237,0,True,True,32141,145,7,"(4, 4)","(5, 5)",max,20
0.9513,0.2231,10,True,False,81125,212,2,"(4, 4)","(2, 2)",max,35
0.8954,0.4222,0,True,True,582703,99,72,"(2, 2)","(3, 3)",max,60
0.9701,0.1312,0,True,True,352711,193,49,"(5, 5)","(4, 4)",average,16
0.9097,0.3527,0,True,True,470543,215,85,"(4, 4)","(5, 5)",average,57
0.9794,0.0934,0,True,True,124519,99,33,"(5, 5)","(4, 4)",max,16
0.9606,0.1533,0,True,True,325255,162,78,"(3, 3)","(5, 5)",max,18
0.9765,0.1127,0,True,True,199115,97,31,"(5, 5)","(3, 3)",max,33
0.9295,0.3037,0,True,True,634492,213,81,"(4, 4)","(4, 4)",average,65
0.7783,0.7278,0,True,True,197418,108,71,"(2, 2)","(5, 5)",max,58
0.9693,0.1268,0,True,True,1008820,169,73,"(3, 3)","(3, 3)",max,40
0.6407,1.2598,0,True,True,14354,207,1,"(3, 3)","(5, 5)",max,48
0.9485,0.2349,0,True,True,194687,183,28,"(5, 5)","(4, 4)",average,65
0.9856,0.0662,0,True,True,1030759,244,65,"(5, 5)","(3, 3)",max,50
0.9643,0.1649,0,True,True,98702,223,11,"(4, 4)","(4, 4)",max,62
0.9559,0.2076,0,True,True,349747,166,32,"(5, 5)","(3, 3)",average,58
0.8918,0.3771,8,False,False,38327,200,3,"(3, 3)","(4, 4)",max,11
0.7342,0.8452,0,True,True,167618,250,25,"(2, 2)","(5, 5)",average,69
0.8366,0.6354,0,True,True,545797,73,91,"(4, 4)","(3, 3)",max,67
0.9703,0.127,0,True,True,3075171,252,62,"(3, 3)","(2, 2)",average,59
0.9623,0.1514,0,True,True,185158,253,19,"(4, 4)","(4, 4)",average,26
0.6046,1.2503,0,True,True,26768,22,43,"(4, 4)","(5, 5)",average,24
0.9579,0.1956,0,True,True,506229,246,41,"(3, 3)","(4, 4)",max,65
0.6904,1.0565,0,True,True,30486,28,39,"(4, 4)","(5, 5)",average,34
0.9254,0.2733,0,True,True,96191,71,51,"(4, 4)","(5, 5)",max,20
0.915,0.3627,0,True,True,138197,42,19,"(5, 5)","(2, 2)",average,28
0.8894,0.4147,0,True,True,115263,112,39,"(3, 3)","(5, 5)",average,3
0.9276,0.2701,0,True,True,377490,169,87,"(3, 3)","(5, 5)",average,7
0.8708,0.4772,0,True,True,16336,135,3,"(5, 5)","(5, 5)",max,43
0.9347,0.273,0,True,True,426793,106,49,"(3, 3)","(3, 3)",average,54
0.923,0.2894,0,True,True,161567,122,26,"(3, 3)","(4, 4)",average,24
0.9785,0.1045,0,True,True,2557882,162,93,"(4, 4)","(2, 2)",max,48
0.9609,0.1684,0,True,True,830474,161,63,"(3, 3)","(3, 3)",average,45
0.9333,0.295,0,True,True,147675,78,50,"(5, 5)","(4, 4)",average,30
0.7943,0.7029,0,True,True,153935,114,52,"(2, 2)","(5, 5)",average,37
0.9085,0.2952,0,True,True,96851,80,46,"(3, 3)","(5, 5)",max,18
0.887,0.4719,0,True,True,266147,51,79,"(5, 5)","(3, 3)",average,48
0.9648,0.1238,10,True,True,392424,138,77,"(4, 4)","(4, 4)",max,25
0.9709,0.1345,9,True,False,172765,94,22,"(4, 4)","(3, 3)",max,15
0.464,1.9064,0,True,True,277318,36,39,"(2, 2)","(2, 2)",max,64
0.7889,0.8089,0,True,True,250976,104,93,"(4, 4)","(5, 5)",average,69
0.922,0.3293,0,True,True,257779,80,86,"(5, 5)","(4, 4)",max,51
0.9552,0.1979,0,True,True,298875,190,42,"(5, 5)","(4, 4)",average,53
0.9829,0.0805,0,True,True,2058227,224,54,"(5, 5)","(2, 2)",max,52
0.9309,0.2915,0,True,True,439055,98,90,"(3, 3)","(4, 4)",max,47
0.6893,1.0503,0,True,True,212189,149,55,"(2, 2)","(5, 5)",average,69
0.9642,0.1336,7,False,False,281804,162,67,"(4, 4)","(5, 5)",max,7
0.8881,0.4019,0,True,True,62456,102,7,"(2, 2)","(3, 3)",max,11
0.7009,0.9691,0,True,True,61661,30,73,"(5, 5)","(5, 5)",max,41
0.9084,0.3454,0,True,True,27835,163,5,"(4, 4)","(5, 5)",max,42
0.9589,0.1599,9,False,False,100103,191,19,"(4, 4)","(5, 5)",max,12
0.7518,0.9277,0,True,True,406567,33,72,"(4, 4)","(2, 2)",max,36
0.9787,0.0928,9,True,True,2956607,215,81,"(4, 4)","(2, 2)",max,29
0.9825,0.0812,8,True,False,266879,228,31,"(5, 5)","(4, 4)",max,17
0.9715,0.1254,0,True,True,398819,200,24,"(4, 4)","(3, 3)",average,43
0.7823,0.7301,0,True,True,127925,125,39,"(2, 2)","(5, 5)",average,42
0.9818,0.0839,0,True,True,576227,138,64,"(5, 5)","(3, 3)",max,28
0.6299,1.2125,0,True,True,15212,189,1,"(4, 4)","(4, 4)",max,69
0.9531,0.199,0,True,True,109493,97,22,"(3, 3)","(4, 4)",max,28
0.9588,0.1663,0,True,True,328829,164,10,"(2, 2)","(2, 2)",max,24
0.9707,0.1494,0,True,True,232070,155,57,"(5, 5)","(5, 5)",max,56
0.976,0.1049,7,False,False,1321995,204,38,"(5, 5)","(2, 2)",average,18
0.9818,0.0804,0,True,True,371732,176,57,"(4, 4)","(4, 4)",max,22
0.9502,0.1826,5,False,False,840012,174,59,"(2, 2)","(3, 3)",max,3
0.9483,0.1967,9,False,False,452307,151,60,"(3, 3)","(4, 4)",average,5
0.9761,0.1118,10,True,True,548711,107,30,"(4, 4)","(2, 2)",max,15
0.9718,0.1217,7,False,False,1002299,92,64,"(4, 4)","(2, 2)",average,8
0.97,0.1173,0,True,True,1496653,206,89,"(3, 3)","(3, 3)",average,35
0.5633,1.4658,0,True,True,102266,50,77,"(4, 4)","(5, 5)",average,54
0.9066,0.3588,0,True,True,12607,19,16,"(4, 4)","(4, 4)",max,4
0.9791,0.0991,4,False,False,1106687,203,84,"(5, 5)","(3, 3)",max,5
0.9645,0.1495,0,True,True,841367,104,99,"(3, 3)","(3, 3)",average,17
0.9708,0.125,0,True,True,824195,224,74,"(3, 3)","(4, 4)",max,57
0.9744,0.099,0,True,True,2917121,202,85,"(5, 5)","(2, 2)",average,43
0.4828,1.6388,0,True,True,23535,19,24,"(2, 2)","(4, 4)",average,28
0.9804,0.0932,0,True,True,258705,186,53,"(5, 5)","(5, 5)",max,24
0.9022,0.4115,0,True,True,321781,85,46,"(3, 3)","(3, 3)",average,57
0.9707,0.1304,0,True,True,1064920,189,33,"(5, 5)","(2, 2)",average,67
0.8359,0.6519,0,True,True,113716,45,93,"(5, 5)","(5, 5)",max,31
0.9528,0.2527,0,True,True,78720,165,17,"(5, 5)","(5, 5)",max,69
0.826,0.538,10,False,True,305246,134,89,"(2, 2)","(5, 5)",average,1
0.9695,0.1242,0,True,True,1564533,118,78,"(4, 4)","(2, 2)",average,35
0.9707,0.1312,0,True,True,738011,131,33,"(4, 4)","(2, 2)",average,43
0.9753,0.1126,10,True,False,1230359,113,64,"(4, 4)","(2, 2)",average,18
0.9521,0.1831,0,True,True,1293495,73,90,"(3, 3)","(2, 2)",average,45
0.9211,0.2972,0,True,True,675507,142,96,"(2, 2)","(4, 4)",average,6
0.9471,0.2038,5,False,False,181303,57,48,"(5, 5)","(3, 3)",max,0
0.9744,0.0989,10,True,True,725631,210,53,"(5, 5)","(3, 3)",max,39
0.8386,0.6045,0,True,True,143715,33,65,"(5, 5)","(3, 3)",max,50
0.9599,0.2012,0,True,True,385911,123,38,"(4, 4)","(3, 3)",average,56
0.7718,0.7704,0,True,True,486045,148,66,"(2, 2)","(4, 4)",average,64
0.9403,0.2309,0,True,True,98787,158,16,"(4, 4)","(4, 4)",average,36
0.8537,0.5624,0,True,True,420815,191,44,"(2, 2)","(4, 4)",average,62
0.9517,0.1877,0,True,True,508423,64,97,"(3, 3)","(3, 3)",average,21
0.9339,0.2728,0,True,True,40877,33,7,"(4, 4)","(2, 2)",average,43
0.9428,0.2268,0,True,True,140980,148,25,"(4, 4)","(4, 4)",average,40
0.9646,0.146,0,True,True,1519623,84,92,"(2, 2)","(2, 2)",average,19
0.8478,0.5316,0,True,True,92145,73,15,"(2, 2)","(3, 3)",average,15
0.924,0.3192,0,True,True,969218,230,85,"(2, 2)","(4, 4)",average,53
0.957,0.2477,0,True,True,154215,121,48,"(5, 5)","(5, 5)",max,64
0.9556,0.1853,0,True,True,132186,79,33,"(3, 3)","(4, 4)",max,25
0.9116,0.304,0,True,True,197284,256,29,"(2, 2)","(5, 5)",max,30
0.9733,0.1264,0,True,True,671501,157,25,"(4, 4)","(2, 2)",max,56
0.7328,0.9752,0,True,True,201563,46,88,"(2, 2)","(4, 4)",average,44
0.8697,0.4713,9,False,False,65075,78,16,"(3, 3)","(4, 4)",average,0
0.9522,0.2263,0,True,True,49847,47,27,"(5, 5)","(4, 4)",max,17
